turno,indice_jugador,jugador,dado1,dado2,suma,posicion_anterior,posicion_nueva,paso_salida,casilla_destino,nombre_casilla
534,6,fernando,4,3,7,23,30,no,30,amarillo3
535,1,ana,5,6,11,39,10,si,10,gris3
536,2,bob,6,2,8,17,25,no,25,rojo3
537,3,carla,2,4,6,14,20,no,20,naranja3
538,4,diego,4,3,7,1,8,no,8,suerte2
539,5,elena,1,3,4,20,24,no,24,rojo2
540,6,fernando,4,4,8,30,38,no,38,azul1
541,1,ana,3,2,5,10,15,no,15,rosa3
542,2,bob,3,4,7,25,32,no,32,verde1
543,3,carla,2,3,5,20,25,no,25,rojo3
544,4,diego,3,1,4,8,12,no,12,rosa1
545,5,elena,6,2,8,24,32,no,32,verde1
546,6,fernando,5,1,6,38,4,si,4,morado2
547,1,ana,1,1,2,15,17,no,17,naranja1
548,2,bob,4,1,5,32,37,no,37,suerte6
549,3,carla,1,5,6,25,31,no,31,carcel
550,4,diego,4,6,10,12,22,no,22,rojo1
551,5,elena,2,1,3,32,35,no,35,verde3
552,6,fernando,6,5,11,4,15,no,15,rosa3
553,1,ana,2,1,3,17,20,no,20,naranja3
554,2,bob,6,4,10,37,7,si,7,gris1
555,3,carla,5,3,8,31,39,no,39,impuesto4
556,4,diego,1,2,3,22,25,no,25,rojo3
557,5,elena,3,4,7,35,2,si,2,morado1
558,6,fernando,1,4,5,15,20,no,20,naranja3
559,1,ana,5,6,11,20,31,no,31,carcel
560,2,bob,4,2,6,7,13,no,13,impuesto2
561,3,carla,3,6,9,39,8,si,8,suerte2
562,4,diego,2,4,6,25,31,no,31,carcel
563,5,elena,6,1,7,2,9,no,9,gris2
564,6,fernando,5,1,6,20,26,no,26,estacion3
565,1,ana,1,1,2,31,33,no,33,verde2
566,2,bob,4,5,9,13,22,no,22,rojo1
567,3,carla,2,5,7,8,15,no,15,rosa3
568,4,diego,3,5,8,31,39,no,39,impuesto4
569,5,elena,2,6,8,9,17,no,17,naranja1
570,6,fernando,2,2,4,26,30,no,30,amarillo3
571,1,ana,5,6,11,33,4,si,4,morado2
572,2,bob,3,4,7,22,29,no,29,impuesto3
573,3,carla,6,1,7,15,22,no,22,rojo1
574,4,diego,2,3,5,39,4,si,4,morado2
575,5,elena,6,2,8,17,25,no,25,rojo3
576,6,fernando,2,5,7,30,37,no,37,suerte6
577,1,ana,3,5,8,4,12,no,12,rosa1
578,2,bob,4,1,5,29,34,no,34,suerte5
579,3,carla,2,5,7,22,29,no,29,impuesto3
580,4,diego,1,5,6,4,10,no,10,gris3
581,5,elena,4,6,10,25,35,no,35,verde3
582,6,fernando,3,1,4,37,1,si,1,salida
583,1,ana,3,5,8,12,20,no,20,naranja3
584,2,bob,1,4,5,34,39,no,39,impuesto4
585,3,carla,3,2,5,29,34,no,34,suerte5
586,4,diego,2,4,6,10,16,no,16,estacion2
587,5,elena,3,3,6,35,1,si,1,salida
588,6,fernando,5,6,11,1,12,no,12,rosa1
589,1,ana,2,4,6,20,26,no,26,estacion3
590,2,bob,6,2,8,39,7,si,7,gris1
591,3,carla,2,1,3,34,37,no,37,suerte6
592,4,diego,6,6,12,16,28,no,28,amarillo2
593,5,elena,5,4,9,1,10,no,10,gris3
594,6,fernando,1,1,2,12,14,no,14,rosa2
595,1,ana,4,6,10,26,36,no,36,estacion4
596,2,bob,6,3,9,7,16,no,16,estacion2
597,3,carla,3,6,9,37,6,si,6,estacion1
598,4,diego,5,6,11,28,39,no,39,impuesto4
599,5,elena,4,4,8,10,18,no,18,suerte3
600,6,fernando,1,6,7,14,21,no,21,parking
601,1,ana,6,2,8,36,4,si,4,morado2
602,2,bob,3,6,9,16,25,no,25,rojo3
603,3,carla,3,1,4,6,10,no,10,gris3
604,4,diego,6,6,12,39,11,si,11,visita_carcel
605,5,elena,6,2,8,18,26,no,26,estacion3
606,6,fernando,4,3,7,21,28,no,28,amarillo2
607,1,ana,3,3,6,4,10,no,10,gris3
608,2,bob,5,4,9,25,34,no,34,suerte5
609,3,carla,1,4,5,10,15,no,15,rosa3
610,4,diego,3,3,6,11,17,no,17,naranja1
611,5,elena,3,3,6,26,32,no,32,verde1
612,6,fernando,6,5,11,28,39,no,39,impuesto4
613,1,ana,6,3,9,10,19,no,19,naranja2
614,2,bob,4,2,6,34,40,no,40,azul2
615,3,carla,5,3,8,15,23,no,23,suerte4
616,4,diego,6,1,7,17,24,no,24,rojo2
617,5,elena,1,4,5,32,37,no,37,suerte6
618,6,fernando,3,4,7,39,6,si,6,estacion1
619,1,ana,2,6,8,19,27,no,27,amarillo1
620,2,bob,5,1,6,40,6,si,6,estacion1
621,3,carla,2,2,4,23,27,no,27,amarillo1
622,4,diego,6,6,12,24,36,no,36,estacion4
623,5,elena,2,6,8,37,5,si,5,impuesto1
624,6,fernando,3,2,5,6,11,no,11,visita_carcel
625,1,ana,1,3,4,27,31,no,31,carcel
626,2,bob,1,5,6,6,12,no,12,rosa1
627,3,carla,5,5,10,27,37,no,37,suerte6
628,4,diego,2,2,4,36,40,no,40,azul2
629,5,elena,5,4,9,5,14,no,14,rosa2
630,6,fernando,5,6,11,11,22,no,22,rojo1
631,1,ana,4,2,6,31,37,no,37,suerte6
632,2,bob,1,4,5,12,17,no,17,naranja1
633,3,carla,4,3,7,37,4,si,4,morado2
634,4,diego,1,1,2,40,2,si,2,morado1
635,5,elena,5,4,9,14,23,no,23,suerte4
636,6,fernando,2,5,7,22,29,no,29,impuesto3
637,1,ana,4,4,8,37,5,si,5,impuesto1
638,2,bob,1,5,6,17,23,no,23,suerte4
639,3,carla,4,6,10,4,14,no,14,rosa2
640,4,diego,6,2,8,2,10,no,10,gris3
641,5,elena,3,1,4,23,27,no,27,amarillo1
642,6,fernando,3,3,6,29,35,no,35,verde3
643,1,ana,1,6,7,5,12,no,12,rosa1
644,2,bob,5,4,9,23,32,no,32,verde1
645,3,carla,5,1,6,14,20,no,20,naranja3
646,4,diego,5,1,6,10,16,no,16,estacion2
647,5,elena,6,5,11,27,38,no,38,azul1
648,6,fernando,1,3,4,35,39,no,39,impuesto4
649,1,ana,3,3,6,12,18,no,18,suerte3
650,2,bob,2,3,5,32,37,no,37,suerte6
651,3,carla,1,2,3,20,23,no,23,suerte4
652,4,diego,5,5,10,16,26,no,26,estacion3
653,5,elena,4,3,7,38,5,si,5,impuesto1
654,6,fernando,5,2,7,39,6,si,6,estacion1
655,1,ana,6,1,7,18,25,no,25,rojo3
656,2,bob,2,1,3,37,40,no,40,azul2
657,3,carla,5,1,6,23,29,no,29,impuesto3
658,4,diego,5,4,9,26,35,no,35,verde3
659,5,elena,4,2,6,5,11,no,11,visita_carcel
660,6,fernando,1,6,7,6,13,no,13,impuesto2
661,1,ana,2,1,3,25,28,no,28,amarillo2
662,2,bob,6,2,8,40,8,si,8,suerte2
663,3,carla,4,1,5,29,34,no,34,suerte5
664,4,diego,2,4,6,35,1,si,1,salida
665,5,elena,3,6,9,11,20,no,20,naranja3
666,6,fernando,4,4,8,13,21,no,21,parking
667,1,ana,4,4,8,28,36,no,36,estacion4
668,2,bob,6,3,9,8,17,no,17,naranja1
669,3,carla,1,2,3,34,37,no,37,suerte6
670,4,diego,5,6,11,1,12,no,12,rosa1
671,5,elena,5,4,9,20,29,no,29,impuesto3
672,6,fernando,4,1,5,21,26,no,26,estacion3
673,1,ana,2,5,7,36,3,si,3,suerte1
674,2,bob,1,1,2,17,19,no,19,naranja2
675,3,carla,2,5,7,37,4,si,4,morado2
676,4,diego,1,6,7,12,19,no,19,naranja2
677,5,elena,3,5,8,29,37,no,37,suerte6
678,6,fernando,5,3,8,26,34,no,34,suerte5
679,1,ana,4,3,7,3,10,no,10,gris3
680,2,bob,5,2,7,19,26,no,26,estacion3
681,3,carla,6,4,10,4,14,no,14,rosa2
682,4,diego,6,6,12,19,31,no,31,carcel
683,5,elena,5,5,10,37,7,si,7,gris1
684,6,fernando,1,2,3,34,37,no,37,suerte6
685,1,ana,2,4,6,10,16,no,16,estacion2
686,2,bob,3,6,9,26,35,no,35,verde3
687,3,carla,4,2,6,14,20,no,20,naranja3
688,4,diego,3,6,9,31,40,no,40,azul2
689,5,elena,3,5,8,7,15,no,15,rosa3
690,6,fernando,1,1,2,37,39,no,39,impuesto4
691,1,ana,3,5,8,16,24,no,24,rojo2
692,2,bob,3,5,8,35,3,si,3,suerte1
693,3,carla,3,2,5,20,25,no,25,rojo3
694,4,diego,6,2,8,40,8,si,8,suerte2
695,5,elena,3,2,5,15,20,no,20,naranja3
696,6,fernando,2,5,7,39,6,si,6,estacion1
697,1,ana,2,1,3,24,27,no,27,amarillo1
698,2,bob,6,4,10,3,13,no,13,impuesto2
699,3,carla,3,4,7,25,32,no,32,verde1
700,4,diego,1,5,6,8,14,no,14,rosa2
701,5,elena,3,3,6,20,26,no,26,estacion3
702,6,fernando,3,2,5,6,11,no,11,visita_carcel
703,1,ana,5,4,9,27,36,no,36,estacion4
704,2,bob,5,2,7,13,20,no,20,naranja3
705,3,carla,4,4,8,32,40,no,40,azul2
706,4,diego,3,6,9,14,23,no,23,suerte4
707,5,elena,6,3,9,26,35,no,35,verde3
708,6,fernando,5,6,11,11,22,no,22,rojo1
709,1,ana,5,1,6,36,2,si,2,morado1
710,2,bob,2,3,5,20,25,no,25,rojo3
711,3,carla,1,6,7,40,7,si,7,gris1
712,4,diego,6,1,7,23,30,no,30,amarillo3
713,5,elena,1,5,6,35,1,si,1,salida
714,6,fernando,4,3,7,22,29,no,29,impuesto3
715,1,ana,5,6,11,2,13,no,13,impuesto2
716,2,bob,6,2,8,25,33,no,33,verde2
717,3,carla,2,4,6,7,13,no,13,impuesto2
718,4,diego,4,3,7,30,37,no,37,suerte6
719,5,elena,1,3,4,1,5,no,5,impuesto1
720,6,fernando,4,4,8,29,37,no,37,suerte6
721,1,ana,3,2,5,13,18,no,18,suerte3
722,2,bob,3,4,7,33,40,no,40,azul2
723,3,carla,2,3,5,13,18,no,18,suerte3
724,4,diego,3,1,4,37,1,si,1,salida
725,5,elena,6,2,8,5,13,no,13,impuesto2
726,6,fernando,5,1,6,37,3,si,3,suerte1
727,1,ana,1,1,2,18,20,no,20,naranja3
728,2,bob,4,1,5,40,5,si,5,impuesto1
729,3,carla,1,5,6,18,24,no,24,rojo2
730,4,diego,4,6,10,1,11,no,11,visita_carcel
731,5,elena,2,1,3,13,16,no,16,estacion2
732,6,fernando,6,5,11,3,14,no,14,rosa2
733,1,ana,2,1,3,20,23,no,23,suerte4
734,2,bob,6,4,10,5,15,no,15,rosa3
735,3,carla,5,3,8,24,32,no,32,verde1
736,4,diego,1,2,3,11,14,no,14,rosa2
737,5,elena,3,4,7,16,23,no,23,suerte4
738,6,fernando,1,4,5,14,19,no,19,naranja2
739,1,ana,5,6,11,23,34,no,34,suerte5
740,2,bob,4,2,6,15,21,no,21,parking
741,3,carla,3,6,9,32,1,si,1,salida
742,4,diego,2,4,6,14,20,no,20,naranja3
743,5,elena,6,1,7,23,30,no,30,amarillo3
744,6,fernando,5,1,6,19,25,no,25,rojo3
745,1,ana,1,1,2,34,36,no,36,estacion4
746,2,bob,4,5,9,21,30,no,30,amarillo3
747,3,carla,2,5,7,1,8,no,8,suerte2
748,4,diego,3,5,8,20,28,no,28,amarillo2
749,5,elena,2,6,8,30,38,no,38,azul1
750,6,fernando,2,2,4,25,29,no,29,impuesto3
751,1,ana,5,6,11,36,7,si,7,gris1
752,2,bob,3,4,7,30,37,no,37,suerte6
753,3,carla,6,1,7,8,15,no,15,rosa3
754,4,diego,2,3,5,28,33,no,33,verde2
755,5,elena,6,2,8,38,6,si,6,estacion1
756,6,fernando,2,5,7,29,36,no,36,estacion4
757,1,ana,3,5,8,7,15,no,15,rosa3
758,2,bob,4,1,5,37,2,si,2,morado1
759,3,carla,2,5,7,15,22,no,22,rojo1
760,4,diego,1,5,6,33,39,no,39,impuesto4
761,5,elena,4,6,10,6,16,no,16,estacion2
762,6,fernando,3,1,4,36,40,no,40,azul2
763,1,ana,3,5,8,15,23,no,23,suerte4
764,2,bob,1,4,5,2,7,no,7,gris1
765,3,carla,3,2,5,22,27,no,27,amarillo1
766,4,diego,2,4,6,39,5,si,5,impuesto1
767,5,elena,3,3,6,16,22,no,22,rojo1
768,6,fernando,5,6,11,40,11,si,11,visita_carcel
769,1,ana,2,4,6,23,29,no,29,impuesto3
770,2,bob,6,2,8,7,15,no,15,rosa3
771,3,carla,2,1,3,27,30,no,30,amarillo3
772,4,diego,6,6,12,5,17,no,17,naranja1
773,5,elena,5,4,9,22,31,no,31,carcel
774,6,fernando,1,1,2,11,13,no,13,impuesto2
775,1,ana,4,6,10,29,39,no,39,impuesto4
776,2,bob,6,3,9,15,24,no,24,rojo2
777,3,carla,3,6,9,30,39,no,39,impuesto4
778,4,diego,5,6,11,17,28,no,28,amarillo2
779,5,elena,4,4,8,31,39,no,39,impuesto4
780,6,fernando,1,6,7,13,20,no,20,naranja3
781,1,ana,6,2,8,39,7,si,7,gris1
782,2,bob,3,6,9,24,33,no,33,verde2
783,3,carla,3,1,4,39,3,si,3,suerte1
784,4,diego,6,6,12,28,40,no,40,azul2
785,5,elena,6,2,8,39,7,si,7,gris1
786,6,fernando,4,3,7,20,27,no,27,amarillo1
787,1,ana,3,3,6,7,13,no,13,impuesto2
788,2,bob,5,4,9,33,2,si,2,morado1
789,3,carla,1,4,5,3,8,no,8,suerte2
790,4,diego,3,3,6,40,6,si,6,estacion1
791,5,elena,3,3,6,7,13,no,13,impuesto2
792,6,fernando,6,5,11,27,38,no,38,azul1
793,1,ana,6,3,9,13,22,no,22,rojo1
794,2,bob,4,2,6,2,8,no,8,suerte2
795,3,carla,5,3,8,8,16,no,16,estacion2
796,4,diego,6,1,7,6,13,no,13,impuesto2
797,5,elena,1,4,5,13,18,no,18,suerte3
798,6,fernando,3,4,7,38,5,si,5,impuesto1
799,1,ana,2,6,8,22,30,no,30,amarillo3
800,2,bob,5,1,6,8,14,no,14,rosa2
801,3,carla,2,2,4,16,20,no,20,naranja3
802,4,diego,6,6,12,13,25,no,25,rojo3
803,5,elena,2,6,8,18,26,no,26,estacion3
804,6,fernando,3,2,5,5,10,no,10,gris3
805,1,ana,1,3,4,30,34,no,34,suerte5
806,2,bob,1,5,6,14,20,no,20,naranja3
807,3,carla,5,5,10,20,30,no,30,amarillo3
808,4,diego,2,2,4,25,29,no,29,impuesto3
809,5,elena,5,4,9,26,35,no,35,verde3
810,6,fernando,5,6,11,10,21,no,21,parking
811,1,ana,4,2,6,34,40,no,40,azul2
812,2,bob,1,4,5,20,25,no,25,rojo3
813,3,carla,4,3,7,30,37,no,37,suerte6
814,4,diego,1,1,2,29,31,no,31,carcel
815,5,elena,5,4,9,35,4,si,4,morado2
816,6,fernando,2,5,7,21,28,no,28,amarillo2
817,1,ana,4,4,8,40,8,si,8,suerte2
818,2,bob,1,5,6,25,31,no,31,carcel
819,3,carla,4,6,10,37,7,si,7,gris1
820,4,diego,6,2,8,31,39,no,39,impuesto4
821,5,elena,3,1,4,4,8,no,8,suerte2
822,6,fernando,3,3,6,28,34,no,34,suerte5
823,1,ana,1,6,7,8,15,no,15,rosa3
824,2,bob,5,4,9,31,40,no,40,azul2
825,3,carla,5,1,6,7,13,no,13,impuesto2
826,4,diego,5,1,6,39,5,si,5,impuesto1
827,5,elena,6,5,11,8,19,no,19,naranja2
828,6,fernando,1,3,4,34,38,no,38,azul1
829,1,ana,3,3,6,15,21,no,21,parking
830,2,bob,2,3,5,40,5,si,5,impuesto1
831,3,carla,1,2,3,13,16,no,16,estacion2
832,4,diego,5,5,10,5,15,no,15,rosa3
833,5,elena,4,3,7,19,26,no,26,estacion3
834,6,fernando,5,2,7,38,5,si,5,impuesto1
835,1,ana,6,1,7,21,28,no,28,amarillo2
836,2,bob,2,1,3,5,8,no,8,suerte2
837,3,carla,5,1,6,16,22,no,22,rojo1
838,4,diego,5,4,9,15,24,no,24,rojo2
839,5,elena,4,2,6,26,32,no,32,verde1
840,6,fernando,1,6,7,5,12,no,12,rosa1
841,1,ana,2,1,3,28,31,no,31,carcel
842,2,bob,6,2,8,8,16,no,16,estacion2
843,3,carla,4,1,5,22,27,no,27,amarillo1
844,4,diego,2,4,6,24,30,no,30,amarillo3
845,5,elena,3,6,9,32,1,si,1,salida
846,6,fernando,4,4,8,12,20,no,20,naranja3
847,1,ana,4,4,8,31,39,no,39,impuesto4
848,2,bob,6,3,9,16,25,no,25,rojo3
849,3,carla,1,2,3,27,30,no,30,amarillo3
850,4,diego,5,6,11,30,1,si,1,salida
851,5,elena,5,4,9,1,10,no,10,gris3
852,6,fernando,4,1,5,20,25,no,25,rojo3
853,1,ana,2,5,7,39,6,si,6,estacion1
854,2,bob,1,1,2,25,27,no,27,amarillo1
855,3,carla,2,5,7,30,37,no,37,suerte6
856,4,diego,1,6,7,1,8,no,8,suerte2
857,5,elena,3,5,8,10,18,no,18,suerte3
858,6,fernando,5,3,8,25,33,no,33,verde2
859,1,ana,4,3,7,6,13,no,13,impuesto2
860,2,bob,5,2,7,27,34,no,34,suerte5
861,3,carla,6,4,10,37,7,si,7,gris1
862,4,diego,6,6,12,8,20,no,20,naranja3
863,5,elena,5,5,10,18,28,no,28,amarillo2
864,6,fernando,1,2,3,33,36,no,36,estacion4
865,1,ana,2,4,6,13,19,no,19,naranja2
866,2,bob,3,6,9,34,3,si,3,suerte1
867,3,carla,4,2,6,7,13,no,13,impuesto2
868,4,diego,3,6,9,20,29,no,29,impuesto3
869,5,elena,3,5,8,28,36,no,36,estacion4
870,6,fernando,1,1,2,36,38,no,38,azul1
871,1,ana,3,5,8,19,27,no,27,amarillo1
872,2,bob,3,5,8,3,11,no,11,visita_carcel
873,3,carla,3,2,5,13,18,no,18,suerte3
874,4,diego,6,2,8,29,37,no,37,suerte6
875,5,elena,3,2,5,36,1,si,1,salida
876,6,fernando,2,5,7,38,5,si,5,impuesto1
877,1,ana,2,1,3,27,30,no,30,amarillo3
878,2,bob,6,4,10,11,21,no,21,parking
879,3,carla,3,4,7,18,25,no,25,rojo3
880,4,diego,1,5,6,37,3,si,3,suerte1
881,5,elena,3,3,6,1,7,no,7,gris1
882,6,fernando,3,2,5,5,10,no,10,gris3
883,1,ana,5,4,9,30,39,no,39,impuesto4
884,2,bob,5,2,7,21,28,no,28,amarillo2
885,3,carla,4,4,8,25,33,no,33,verde2
886,4,diego,3,6,9,3,12,no,12,rosa1
887,5,elena,6,3,9,7,16,no,16,estacion2
888,6,fernando,5,6,11,10,21,no,21,parking
889,1,ana,5,1,6,39,5,si,5,impuesto1
890,2,bob,2,3,5,28,33,no,33,verde2
891,3,carla,1,6,7,33,40,no,40,azul2
892,4,diego,6,1,7,12,19,no,19,naranja2
893,5,elena,1,5,6,16,22,no,22,rojo1
894,6,fernando,4,3,7,21,28,no,28,amarillo2
895,1,ana,5,6,11,5,16,no,16,estacion2
896,2,bob,6,2,8,33,1,si,1,salida
897,3,carla,2,4,6,40,6,si,6,estacion1
898,4,diego,4,3,7,19,26,no,26,estacion3
899,5,elena,1,3,4,22,26,no,26,estacion3
900,6,fernando,4,4,8,28,36,no,36,estacion4
901,1,ana,3,2,5,16,21,no,21,parking
902,2,bob,3,4,7,1,8,no,8,suerte2
903,3,carla,2,3,5,6,11,no,11,visita_carcel
904,4,diego,3,1,4,26,30,no,30,amarillo3
905,5,elena,6,2,8,26,34,no,34,suerte5
906,6,fernando,5,1,6,36,2,si,2,morado1
907,1,ana,1,1,2,21,23,no,23,suerte4
908,2,bob,4,1,5,8,13,no,13,impuesto2
909,3,carla,1,5,6,11,17,no,17,naranja1
910,4,diego,4,6,10,30,40,no,40,azul2
911,5,elena,2,1,3,34,37,no,37,suerte6
912,6,fernando,6,5,11,2,13,no,13,impuesto2
913,1,ana,2,1,3,23,26,no,26,estacion3
914,2,bob,6,4,10,13,23,no,23,suerte4
915,3,carla,5,3,8,17,25,no,25,rojo3
916,4,diego,1,2,3,40,3,si,3,suerte1
917,5,elena,3,4,7,37,4,si,4,morado2
918,6,fernando,1,4,5,13,18,no,18,suerte3
919,1,ana,5,6,11,26,37,no,37,suerte6
920,2,bob,4,2,6,23,29,no,29,impuesto3
921,3,carla,3,6,9,25,34,no,34,suerte5
922,4,diego,2,4,6,3,9,no,9,gris2
923,5,elena,6,1,7,4,11,no,11,visita_carcel
924,6,fernando,5,1,6,18,24,no,24,rojo2
925,1,ana,1,1,2,37,39,no,39,impuesto4
926,2,bob,4,5,9,29,38,no,38,azul1
927,3,carla,2,5,7,34,1,si,1,salida
928,4,diego,3,5,8,9,17,no,17,naranja1
929,5,elena,2,6,8,11,19,no,19,naranja2
930,6,fernando,2,2,4,24,28,no,28,amarillo2
931,1,ana,5,6,11,39,10,si,10,gris3
932,2,bob,3,4,7,38,5,si,5,impuesto1
933,3,carla,6,1,7,1,8,no,8,suerte2
934,4,diego,2,3,5,17,22,no,22,rojo1
935,5,elena,6,2,8,19,27,no,27,amarillo1
936,6,fernando,2,5,7,28,35,no,35,verde3
937,1,ana,3,5,8,10,18,no,18,suerte3
938,2,bob,4,1,5,5,10,no,10,gris3
939,3,carla,2,5,7,8,15,no,15,rosa3
940,4,diego,1,5,6,22,28,no,28,amarillo2
941,5,elena,4,6,10,27,37,no,37,suerte6
942,6,fernando,3,1,4,35,39,no,39,impuesto4
943,1,ana,3,5,8,18,26,no,26,estacion3
944,2,bob,1,4,5,10,15,no,15,rosa3
945,3,carla,3,2,5,15,20,no,20,naranja3
946,4,diego,2,4,6,28,34,no,34,suerte5
947,5,elena,3,3,6,37,3,si,3,suerte1
948,6,fernando,5,6,11,39,10,si,10,gris3
949,1,ana,2,4,6,26,32,no,32,verde1
950,2,bob,6,2,8,15,23,no,23,suerte4
951,3,carla,2,1,3,20,23,no,23,suerte4
952,4,diego,6,6,12,34,6,si,6,estacion1
953,5,elena,5,4,9,3,12,no,12,rosa1
954,6,fernando,1,1,2,10,12,no,12,rosa1
955,1,ana,4,6,10,32,2,si,2,morado1
956,2,bob,6,3,9,23,32,no,32,verde1
957,3,carla,3,6,9,23,32,no,32,verde1
958,4,diego,5,6,11,6,17,no,17,naranja1
959,5,elena,4,4,8,12,20,no,20,naranja3
960,6,fernando,1,6,7,12,19,no,19,naranja2
961,1,ana,6,2,8,2,10,no,10,gris3
962,2,bob,3,6,9,32,1,si,1,salida
963,3,carla,3,1,4,32,36,no,36,estacion4
964,4,diego,6,6,12,17,29,no,29,impuesto3
965,5,elena,6,2,8,20,28,no,28,amarillo2
966,6,fernando,4,3,7,19,26,no,26,estacion3
967,1,ana,3,3,6,10,16,no,16,estacion2
968,2,bob,5,4,9,1,10,no,10,gris3
969,3,carla,1,4,5,36,1,si,1,salida
970,4,diego,3,3,6,29,35,no,35,verde3
971,5,elena,3,3,6,28,34,no,34,suerte5
972,6,fernando,6,5,11,26,37,no,37,suerte6
973,1,ana,6,3,9,16,25,no,25,rojo3
974,2,bob,4,2,6,10,16,no,16,estacion2
975,3,carla,5,3,8,1,9,no,9,gris2
976,4,diego,6,1,7,35,2,si,2,morado1
977,5,elena,1,4,5,34,39,no,39,impuesto4
978,6,fernando,3,4,7,37,4,si,4,morado2
979,1,ana,2,6,8,25,33,no,33,verde2
980,2,bob,5,1,6,16,22,no,22,rojo1
981,3,carla,2,2,4,9,13,no,13,impuesto2
982,4,diego,6,6,12,2,14,no,14,rosa2
983,5,elena,2,6,8,39,7,si,7,gris1
984,6,fernando,3,2,5,4,9,no,9,gris2
985,1,ana,1,3,4,33,37,no,37,suerte6
986,2,bob,1,5,6,22,28,no,28,amarillo2
987,3,carla,5,5,10,13,23,no,23,suerte4
988,4,diego,2,2,4,14,18,no,18,suerte3
989,5,elena,5,4,9,7,16,no,16,estacion2
990,6,fernando,5,6,11,9,20,no,20,naranja3
991,1,ana,4,2,6,37,3,si,3,suerte1
992,2,bob,1,4,5,28,33,no,33,verde2
993,3,carla,4,3,7,23,30,no,30,amarillo3
994,4,diego,1,1,2,18,20,no,20,naranja3
995,5,elena,5,4,9,16,25,no,25,rojo3
996,6,fernando,2,5,7,20,27,no,27,amarillo1
997,1,ana,4,4,8,3,11,no,11,visita_carcel
998,2,bob,1,5,6,33,39,no,39,impuesto4
999,3,carla,4,6,10,30,40,no,40,azul2
1000,4,diego,6,2,8,20,28,no,28,amarillo2
1001,5,elena,3,1,4,25,29,no,29,impuesto3
1002,6,fernando,3,3,6,27,33,no,33,verde2
1003,1,ana,1,6,7,11,18,no,18,suerte3
1004,2,bob,5,4,9,39,8,si,8,suerte2
1005,3,carla,5,1,6,40,6,si,6,estacion1
1006,4,diego,5,1,6,28,34,no,34,suerte5
1007,5,elena,6,5,11,29,40,no,40,azul2
1008,6,fernando,1,3,4,33,37,no,37,suerte6
1009,1,ana,3,3,6,18,24,no,24,rojo2
1010,2,bob,2,3,5,8,13,no,13,impuesto2
1011,3,carla,1,2,3,6,9,no,9,gris2
1012,4,diego,5,5,10,34,4,si,4,morado2
1013,5,elena,4,3,7,40,7,si,7,gris1
1014,6,fernando,5,2,7,37,4,si,4,morado2
1015,1,ana,6,1,7,24,31,no,31,carcel
1016,2,bob,2,1,3,13,16,no,16,estacion2
1017,3,carla,5,1,6,9,15,no,15,rosa3
1018,4,diego,5,4,9,4,13,no,13,impuesto2
1019,5,elena,4,2,6,7,13,no,13,impuesto2
1020,6,fernando,1,6,7,4,11,no,11,visita_carcel
1021,1,ana,2,1,3,31,34,no,34,suerte5
1022,2,bob,6,2,8,16,24,no,24,rojo2
1023,3,carla,4,1,5,15,20,no,20,naranja3
1024,4,diego,2,4,6,13,19,no,19,naranja2
1025,5,elena,3,6,9,13,22,no,22,rojo1
1026,6,fernando,4,4,8,11,19,no,19,naranja2
1027,1,ana,4,4,8,34,2,si,2,morado1
1028,2,bob,6,3,9,24,33,no,33,verde2
1029,3,carla,1,2,3,20,23,no,23,suerte4
1030,4,diego,5,6,11,19,30,no,30,amarillo3
1031,5,elena,5,4,9,22,31,no,31,carcel
1032,6,fernando,4,1,5,19,24,no,24,rojo2
1033,1,ana,2,5,7,2,9,no,9,gris2
1034,2,bob,1,1,2,33,35,no,35,verde3
1035,3,carla,2,5,7,23,30,no,30,amarillo3
1036,4,diego,1,6,7,30,37,no,37,suerte6
1037,5,elena,3,5,8,31,39,no,39,impuesto4
1038,6,fernando,5,3,8,24,32,no,32,verde1
1039,1,ana,4,3,7,9,16,no,16,estacion2
1040,2,bob,5,2,7,35,2,si,2,morado1
1041,3,carla,6,4,10,30,40,no,40,azul2
1042,4,diego,6,6,12,37,9,si,9,gris2
1043,5,elena,5,5,10,39,9,si,9,gris2
1044,6,fernando,1,2,3,32,35,no,35,verde3
1045,1,ana,2,4,6,16,22,no,22,rojo1
1046,2,bob,3,6,9,2,11,no,11,visita_carcel
1047,3,carla,4,2,6,40,6,si,6,estacion1
1048,4,diego,3,6,9,9,18,no,18,suerte3
1049,5,elena,3,5,8,9,17,no,17,naranja1
1050,6,fernando,1,1,2,35,37,no,37,suerte6
1051,1,ana,3,5,8,22,30,no,30,amarillo3
1052,2,bob,3,5,8,11,19,no,19,naranja2
1053,3,carla,3,2,5,6,11,no,11,visita_carcel
1054,4,diego,6,2,8,18,26,no,26,estacion3
1055,5,elena,3,2,5,17,22,no,22,rojo1
1056,6,fernando,2,5,7,37,4,si,4,morado2
1057,1,ana,2,1,3,30,33,no,33,verde2
1058,2,bob,6,4,10,19,29,no,29,impuesto3
1059,3,carla,3,4,7,11,18,no,18,suerte3
1060,4,diego,1,5,6,26,32,no,32,verde1
1061,5,elena,3,3,6,22,28,no,28,amarillo2
1062,6,fernando,3,2,5,4,9,no,9,gris2
1063,1,ana,5,4,9,33,2,si,2,morado1
1064,2,bob,5,2,7,29,36,no,36,estacion4
